"subject" "activity" "V1" "NA"
0.27564027 "STANDING" 25 -0.022330409
0.27564442 "SITTING" 1 -0.015470231
0.27564679 "SITTING" 6 -0.013209974
0.27564858 "LAYING" 15 -0.017365371
0.27564946 "STANDING" 21 -0.019238484
0.27565662 "SITTING" 3 -0.018430818
0.27566256 "SITTING" 29 -0.016557789
0.27566389 "STANDING" 4 -0.017385183
0.27566396 "SITTING" 12 -0.017641271
0.27566712 "STANDING" 26 -0.024430934
0.27566806 "SITTING" 2 -0.016603733
0.27566952 "LAYING" 8 -0.019273688
0.27566978 "SITTING" 20 -0.013831277
0.27566985 "STANDING" 25 -0.015515447
0.27567195 "STANDING" 18 -0.018462003
0.27567563 "STANDING" 13 -0.020057585
0.2756763 "STANDING" 1 -0.021264234
0.27567729 "SITTING" 30 -0.018225229
0.27567855 "STANDING" 15 -0.023867839
0.27567965 "STANDING" 12 -0.020412784
0.27568858 "STANDING" 4 -0.030012935
0.27569069 "STANDING" 29 -0.012393342
0.27569091 "STANDING" 29 -0.020139673
0.27569145 "LAYING" 20 -0.015202897
0.27569234 "SITTING" 18 -0.015501772
0.27569307 "LAYING" 13 -0.018395907
0.27569941 "STANDING" 27 -0.022066914
0.27570113 "LAYING" 29 -0.018358642
0.27570584 "LAYING" 5 -0.016185794
0.27570921 "STANDING" 27 -0.017982508
0.27571077 "WALKING" 19 -0.010922738
0.27571879 "STANDING" 24 -0.023616499
0.27572396 "STANDING" 14 -0.023846026
0.27572708 "SITTING" 18 -0.015256975
0.27572801 "STANDING" 6 -0.035373836
0.27572822 "WALKING_UPSTAIRS" 20 0.0092556944
0.27573002 "STANDING" 15 -0.02990399
0.27573119 "STANDING" 10 -0.026493692
0.27573444 "STANDING" 1 -0.01801884
0.27573907 "SITTING" 24 -0.01574753
0.27573948 "LAYING" 17 -0.020031767
0.27574066 "STANDING" 13 -0.022082849
0.27574278 "SITTING" 16 -0.015955482
0.27574522 "SITTING" 11 -0.012584051
0.2757457 "STANDING" 2 -0.010371994
0.27574674 "SITTING" 2 -0.015388072
0.27574845 "SITTING" 27 -0.016037589
0.27574932 "SITTING" 23 -0.016343127
0.27575263 "LAYING" 1 -0.016788627
0.27575308 "SITTING" 1 -0.010254163
0.27575807 "SITTING" 23 -0.013851446
0.27576294 "STANDING" 9 -0.013671637
0.27576476 "LAYING" 29 -0.01646354
0.27576535 "SITTING" 14 -0.01839943
0.27576663 "STANDING" 5 -0.011643955
0.27576924 "STANDING" 27 -0.013814389
0.27577107 "SITTING" 9 -0.017171804
0.27577176 "LAYING" 29 -0.017181069
0.27577535 "STANDING" 5 -0.017373061
0.27577572 "SITTING" 21 -0.017046858
0.27577677 "WALKING_UPSTAIRS" 11 -0.045598271
0.27577727 "LAYING" 10 -0.016968301
0.27578536 "WALKING_UPSTAIRS" 6 -0.027354588
0.2757861 "SITTING" 14 -0.019642742
0.2757942 "WALKING_UPSTAIRS" 11 -0.015987586
0.27579477 "SITTING" 15 -0.013824236
0.27579491 "SITTING" 2 -0.034804666
0.27579603 "LAYING" 19 -0.015395003
0.27579996 "WALKING_DOWNSTAIRS" 2 0.0018368697
0.27580278 "SITTING" 14 -0.015824022
0.27580333 "STANDING" 16 -0.019256971
0.27580571 "LAYING" 30 -0.017007883
0.27581207 "SITTING" 9 -0.017880268
0.27581383 "STANDING" 4 -0.013010156
0.27581403 "SITTING" 4 -0.013128433
0.27581628 "STANDING" 22 -0.023446736
0.27581696 "WALKING_UPSTAIRS" 19 -0.025874154
0.27581779 "LAYING" 26 -0.018541933
0.27582024 "LAYING" 8 -0.015805538
0.27582189 "STANDING" 28 -0.021843218
0.27582212 "STANDING" 12 -0.020148256
0.27582235 "WALKING_UPSTAIRS" 9 0.0014722134
0.27582416 "LAYING" 15 -0.017597496
0.27583242 "SITTING" 4 -0.015331246
0.27583263 "STANDING" 13 -0.021314985
0.27583287 "LAYING" 15 -0.019549949
0.27583797 "STANDING" 16 -0.015137644
0.27583885 "STANDING" 5 -0.019245117
0.27584018 "LAYING" 22 -0.01624594
0.2758409 "STANDING" 2 -0.018403826
0.27584111 "SITTING" 21 -0.016147958
0.2758447 "SITTING" 18 -0.015523439
0.27584576 "STANDING" 8 -0.0179513
0.27585013 "LAYING" 11 -0.018509911
0.27585216 "LAYING" 21 -0.016050349
0.27585315 "STANDING" 16 -0.013820891
0.27585638 "SITTING" 10 -0.016754281
0.27585859 "LAYING" 2 -0.018573541
0.27586119 "STANDING" 16 -0.017102524
0.27586268 "STANDING" 27 -0.020709958
0.27586588 "STANDING" 23 -0.015977393
0.27587123 "SITTING" 20 -0.019981047
0.27587353 "LAYING" 15 -0.017841607
0.27587588 "SITTING" 11 -0.021589773
0.27587669 "SITTING" 28 -0.019069845
0.27587733 "LAYING" 26 -0.016443211
0.27587966 "WALKING_DOWNSTAIRS" 7 -0.024805829
0.27588106 "STANDING" 14 -0.0096180798
0.2758823 "SITTING" 9 -0.016911343
0.27588359 "LAYING" 1 -0.016150309
0.27588667 "STANDING" 24 -0.017481979
0.27588764 "STANDING" 9 -0.018328872
0.27588808 "SITTING" 23 -0.016757829
0.27588889 "STANDING" 23 -0.019306074
0.27588947 "STANDING" 28 -0.016559247
0.27589064 "SITTING" 18 -0.011085365
0.27589101 "STANDING" 29 -0.010786714
0.27589216 "STANDING" 17 -0.015795311
0.27589441 "SITTING" 3 -0.015358871
0.27589673 "WALKING" 17 -0.041139832
0.27589859 "STANDING" 28 -0.021851213
0.27590151 "STANDING" 25 -0.0009890121
0.27590224 "STANDING" 13 -0.012850284
0.2759053 "STANDING" 9 -0.018010752
0.27591272 "LAYING" 18 -0.016736872
0.27591318 "SITTING" 21 -0.01482276
0.27591362 "SITTING" 21 -0.013321071
0.27591819 "STANDING" 27 -0.018486352
0.27591997 "SITTING" 10 -0.017476065
0.27592118 "SITTING" 25 -0.016597457
0.27592154 "LAYING" 26 -0.017219774
0.27592316 "LAYING" 11 -0.017593059
0.2759289 "STANDING" 21 -0.018407527
0.27593368 "LAYING" 3 -0.018447236
0.27593882 "STANDING" 25 -0.033188748
0.27594521 "SITTING" 29 -0.013809748
0.27594648 "SITTING" 29 -0.015305877
0.2759498 "WALKING_DOWNSTAIRS" 3 -0.054026822
0.27595064 "STANDING" 28 -0.013149684
0.27595286 "STANDING" 13 -0.012698668
0.27595357 "STANDING" 30 -0.018847985
0.27595835 "SITTING" 10 -0.014793885
0.275962 "STANDING" 11 -0.013997829
0.27596258 "SITTING" 6 -0.017896892
0.27596619 "SITTING" 7 -0.016342746
0.27596953 "STANDING" 4 -0.03030971
0.27597182 "LAYING" 15 -0.017368363
0.27597743 "STANDING" 7 -0.028618969
0.27597747 "STANDING" 8 -0.02050879
0.27597851 "WALKING_DOWNSTAIRS" 29 -0.028617567
0.27598809 "SITTING" 21 -0.010583458
0.27598871 "STANDING" 29 -0.03116009
0.27599145 "SITTING" 21 -0.014416623
0.27599575 "WALKING_UPSTAIRS" 7 -0.0063431782
0.27599668 "SITTING" 16 -0.016006596
0.27599733 "SITTING" 14 -0.015052185
0.27600479 "SITTING" 25 -0.017163326
0.27601027 "SITTING" 26 -0.020711624
0.2760113 "STANDING" 17 -0.017832968
0.27601189 "STANDING" 25 -0.015712841
0.27601199 "STANDING" 19 -0.016526219
0.27601503 "STANDING" 19 -0.01599317
0.27601673 "LAYING" 29 -0.017467102
0.27602136 "STANDING" 21 -0.016857152
0.27602141 "STANDING" 19 -0.025567577
0.27602269 "SITTING" 25 -0.013928085
0.27602626 "STANDING" 25 -0.020542875
0.27602795 "STANDING" 22 -0.017697579
0.27602829 "SITTING" 28 -0.019672534
0.2760286 "LAYING" 8 -0.017140818
0.27602984 "SITTING" 27 -0.016991255
0.27603758 "STANDING" 13 -0.032415007
0.27603894 "STANDING" 24 -0.014870304
0.27603949 "LAYING" 1 -0.017357172
0.27604096 "STANDING" 15 -0.01517228
0.27604308 "SITTING" 18 -0.016057144
0.27604585 "STANDING" 24 -0.014450477
0.27604595 "LAYING" 5 -0.01585544
0.27605083 "SITTING" 17 -0.013733266
0.27605329 "STANDING" 3 -0.015408535
0.27605345 "SITTING" 8 -0.016486825
0.27605442 "SITTING" 20 -0.015738871
0.27605536 "SITTING" 23 -0.017050573
0.27605599 "SITTING" 14 -0.015892639
0.27605631 "LAYING" 5 -0.017280921
0.27606775 "LAYING" 15 -0.016975646
0.27607116 "SITTING" 30 -0.0095593553
0.27607369 "SITTING" 10 -0.015605563
0.27607492 "STANDING" 20 -0.017488924
0.27607667 "STANDING" 27 -0.027136767
0.27608047 "STANDING" 4 -0.044892866
0.2760852 "SITTING" 8 -0.013502581
0.27608807 "SITTING" 26 -0.01695342
0.27609011 "STANDING" 18 -0.017066258
0.27609198 "STANDING" 15 -0.027421083
0.27609449 "STANDING" 28 -0.021413165
0.27609496 "LAYING" 11 -0.015745033
0.27609539 "SITTING" 2 -0.018046144
0.27609876 "STANDING" 18 -0.014132088
0.27610087 "STANDING" 11 -0.010926191
0.27610435 "LAYING" 30 -0.01802924
0.27610493 "STANDING" 27 -0.020150292
0.27610843 "LAYING" 11 -0.017451643
0.27610977 "SITTING" 28 -0.018029285
0.27611439 "SITTING" 15 -0.019840474
0.27611576 "SITTING" 21 -0.010909002
0.27611701 "STANDING" 21 -0.017054904
0.27611906 "SITTING" 13 -0.014134897
0.27612225 "STANDING" 27 -0.018618422
0.27612396 "STANDING" 8 -0.017559202
0.27612876 "STANDING" 13 -0.026070294
0.27613148 "SITTING" 27 -0.014084829
0.27613253 "SITTING" 29 -0.015435695
0.27613337 "STANDING" 19 0.036186005
0.27613473 "STANDING" 25 -0.021575664
0.27613474 "WALKING_DOWNSTAIRS" 5 0.0018265436
0.27613663 "WALKING_UPSTAIRS" 30 -0.10804612
0.27614088 "STANDING" 30 -0.01410447
0.27614195 "SITTING" 25 -0.01232444
0.27614585 "LAYING" 28 -0.020358623
0.27614594 "STANDING" 5 -0.012170929
0.27614864 "SITTING" 3 0.0015088688
0.27614865 "WALKING" 13 -0.0037466371
0.27614989 "STANDING" 17 -0.017663444
0.27615321 "STANDING" 27 -0.018582346
0.27615538 "STANDING" 26 -0.0077447464
0.27615683 "SITTING" 12 0.00097325264
0.27615756 "LAYING" 5 -0.017925325
0.2761599 "SITTING" 1 -0.01332633
0.27616038 "LAYING" 2 -0.018258159
0.27616084 "SITTING" 25 -0.013443777
0.27616437 "LAYING" 15 -0.01655821
0.27616549 "STANDING" 24 -0.028196491
0.27616827 "SITTING" 28 -0.01767685
0.27617097 "STANDING" 25 -0.0075700501
0.27617314 "STANDING" 29 -0.012915383
0.27617573 "LAYING" 5 -0.015495426
0.27618725 "STANDING" 27 -0.011253702
0.27618768 "SITTING" 3 -0.017867055
0.27618857 "SITTING" 7 -0.015607007
0.27619017 "STANDING" 29 -0.014144908
0.27619094 "STANDING" 3 -0.015568594
0.27619222 "STANDING" 29 -0.014455507
0.27619261 "LAYING" 3 -0.015433074
0.27619398 "STANDING" 24 -0.019736013
0.27619458 "SITTING" 6 -0.023912304
0.2761973 "SITTING" 4 0.005411349
0.27619895 "SITTING" 8 -0.014081247
0.27619898 "SITTING" 25 -0.016792244
0.27619916 "STANDING" 12 -0.023760776
0.27619962 "STANDING" 18 -0.020466461
0.27621012 "STANDING" 15 -0.021717916
0.27621307 "SITTING" 16 -0.011417698
0.27621366 "STANDING" 8 -0.021643715
0.27621498 "WALKING" 22 -0.041082576
0.27621711 "SITTING" 24 -0.01686349
0.27621921 "SITTING" 5 -0.017337522
0.27622107 "SITTING" 8 -0.015411775
0.27622203 "STANDING" 27 -0.018775188
0.27622401 "STANDING" 18 -0.014864226
0.27622817 "STANDING" 1 -0.021441302
0.27623015 "STANDING" 25 -0.01173904
0.27623069 "SITTING" 23 -0.017619604
0.27623247 "SITTING" 7 -0.021440722
0.27623944 "STANDING" 12 -0.016910335
0.27623973 "WALKING" 1 -0.029638413
0.27624117 "SITTING" 19 -0.012249317
0.27624177 "LAYING" 11 -0.01811528
0.27624653 "STANDING" 22 -0.017157196
0.27624666 "STANDING" 24 -0.012141554
0.27624818 "STANDING" 26 -0.011081856
0.27624947 "LAYING" 13 -0.016816651
0.27625284 "STANDING" 27 -0.017428474
0.27625332 "STANDING" 18 -0.015503466
0.27625455 "SITTING" 2 -0.016985093
0.27625505 "SITTING" 29 -0.015158414
0.27625579 "SITTING" 12 -0.013070707
0.27625659 "STANDING" 26 -0.016113235
0.27626076 "LAYING" 21 -0.018928167
0.27626143 "SITTING" 18 -0.015186892
0.27626812 "SITTING" 27 -0.013201068
0.27627058 "STANDING" 2 -0.0072991585
0.27627268 "STANDING" 6 -0.017158752
0.27627304 "STANDING" 12 -0.015106
0.2762751 "LAYING" 29 -0.015932968
0.27627565 "STANDING" 25 -0.022734665
0.27627619 "SITTING" 16 -0.018740774
0.27627707 "SITTING" 22 -0.016859506
0.27627755 "STANDING" 29 -0.021804702
0.27628297 "STANDING" 28 -0.026355128
0.27628775 "STANDING" 5 -0.0086810748
0.27628845 "LAYING" 2 -0.020230299
0.27629228 "SITTING" 24 -0.002508183
0.27629411 "STANDING" 11 -0.015165816
0.27629421 "SITTING" 10 -0.017947208
0.27629561 "SITTING" 25 -0.013342288
0.27630024 "STANDING" 13 -0.01559221
0.2763013 "STANDING" 18 -0.027374944
0.27630312 "SITTING" 21 -0.014175997
0.27630615 "SITTING" 30 -0.014574102
0.27630714 "STANDING" 15 -0.014842341
0.27631181 "LAYING" 15 -0.018290036
0.27631226 "WALKING" 15 -0.0421628
0.27631342 "SITTING" 28 -0.015400538
0.27631656 "STANDING" 27 -0.015386661
0.27631675 "STANDING" 10 -0.014343732
0.27631676 "SITTING" 14 -0.014046393
0.27631796 "WALKING" 3 -0.0012859649
0.27631815 "SITTING" 15 -0.017188749
0.27631974 "LAYING" 2 -0.017844672
0.27632114 "WALKING" 14 -0.012993937
0.27632257 "SITTING" 29 -0.017849377
0.27632796 "SITTING" 18 -0.0157962
0.27633073 "STANDING" 28 -0.00028551991
0.2763311 "LAYING" 20 -0.013231733
0.27633492 "SITTING" 24 -0.016617732
0.27633541 "STANDING" 9 -0.013908524
0.27633599 "LAYING" 30 -0.022565055
0.27633845 "LAYING" 18 -0.016135752
0.27634338 "STANDING" 21 -0.018521952
0.27634348 "SITTING" 16 -0.013558052
0.27634499 "SITTING" 17 -0.018278809
0.27634511 "SITTING" 17 -0.01597411
0.27634522 "LAYING" 18 -0.018116367
0.27634542 "SITTING" 25 -0.016278185
0.27634684 "WALKING" 22 -0.026055068
0.27635025 "STANDING" 7 -0.017171552
0.27635033 "LAYING" 10 -0.016931518
0.27635049 "STANDING" 19 -0.017839897
0.27635384 "SITTING" 25 -0.013894672
0.2763544 "STANDING" 12 -0.019916174
0.27635561 "LAYING" 10 -0.016492129
0.27635864 "SITTING" 1 -0.016138088
0.27635922 "STANDING" 24 -0.032211307
0.27636116 "STANDING" 21 -0.018344869
0.27636176 "LAYING" 29 -0.017571977
0.27636227 "LAYING" 27 -0.016860456
0.27636241 "STANDING" 17 -0.019797465
0.27636266 "STANDING" 22 -0.020289165
0.27636313 "STANDING" 22 -0.011216254
0.27636976 "STANDING" 26 -0.033720421
0.27636983 "LAYING" 7 -0.018800674
0.27637002 "STANDING" 15 -0.015855217
0.27637033 "SITTING" 13 -0.014930576
0.27637091 "SITTING" 14 -0.015784441
0.27637276 "LAYING" 19 -0.017489111
0.27637538 "STANDING" 26 -0.021451601
0.27637784 "STANDING" 21 -0.016318879
0.27637938 "SITTING" 10 -0.015209503
0.27640185 "SITTING" 5 -0.01445693
0.2764077 "STANDING" 17 -0.024315084
0.27640823 "SITTING" 21 -0.018228712
0.27640844 "STANDING" 21 -0.014927391
0.27641381 "LAYING" 19 -0.018260203
0.27641453 "STANDING" 6 -0.011729616
0.27641506 "SITTING" 11 -0.018406585
0.27641648 "STANDING" 18 -0.025252575
0.27641656 "WALKING_UPSTAIRS" 26 -0.017275665
0.2764196 "SITTING" 28 -0.022142404
0.27642384 "STANDING" 29 -0.020017641
0.27642462 "SITTING" 18 -0.018625878
0.27642469 "WALKING_DOWNSTAIRS" 25 -0.014662168
0.27642564 "STANDING" 21 -0.01753836
0.27642711 "STANDING" 2 -0.026277565
0.27642809 "LAYING" 4 -0.01662193
0.2764282 "SITTING" 19 -0.015038976
0.27643007 "STANDING" 27 -0.015864819
0.27643397 "STANDING" 7 -0.0085987132
0.27644078 "LAYING" 29 -0.016507007
0.27644277 "STANDING" 27 -0.016219016
0.27644319 "LAYING" 22 -0.017523222
0.27644468 "SITTING" 7 -0.0095267751
0.27644667 "STANDING" 13 -0.013570221
0.27644799 "SITTING" 12 -0.010500653
0.27645147 "STANDING" 29 -0.013841808
0.27645357 "STANDING" 13 -0.018010845
0.27645428 "SITTING" 23 -0.016018696
0.27645863 "STANDING" 7 -0.0031507977
0.27645975 "STANDING" 16 -0.018821103
0.276461 "LAYING" 16 -0.016329353
0.27646421 "SITTING" 19 -0.01326437
0.27646743 "STANDING" 24 -0.028884455
0.27646785 "LAYING" 23 -0.016031801
0.27647097 "WALKING" 23 0.0021227204
0.27647214 "SITTING" 21 -0.014828038
0.27647774 "SITTING" 16 -0.017365472
0.27647861 "LAYING" 27 -0.01715386
0.27648259 "STANDING" 8 -0.016651044
0.27648549 "SITTING" 21 -0.016956156
0.27648995 "SITTING" 16 -0.015941932
0.27649115 "STANDING" 6 -0.016938718
0.27649156 "SITTING" 8 -0.011371509
0.27649246 "STANDING" 19 -0.0076733832
0.27649428 "SITTING" 12 -0.014344753
0.27650195 "LAYING" 6 -0.018520823
0.27650506 "STANDING" 12 -0.023945661
0.27650887 "STANDING" 15 -0.018460038
0.27650947 "STANDING" 13 -0.040446851
0.27651085 "SITTING" 20 -0.018810034
0.27651176 "SITTING" 21 -0.016518869
0.27651284 "STANDING" 25 -0.015278876
0.27651391 "SITTING" 8 -0.016111393
0.27651473 "LAYING" 12 -0.018387392
0.27651577 "SITTING" 30 -0.012720616
0.27651584 "STANDING" 6 -0.017765302
0.27651657 "STANDING" 14 -0.014757677
0.27651666 "STANDING" 27 -0.016758165
0.27652079 "SITTING" 13 -0.0099752332
0.27652124 "STANDING" 19 -0.018158728
0.27652253 "STANDING" 14 -0.019654993
0.27652699 "LAYING" 1 -0.0168191
0.27652813 "SITTING" 26 -0.016754154
0.27653064 "LAYING" 10 -0.015712401
0.27653115 "STANDING" 11 -0.015147723
0.27653124 "STANDING" 25 -0.016099976
0.27653188 "STANDING" 7 -0.016935779
0.27653228 "LAYING" 13 -0.017303056
0.27653344 "STANDING" 20 -0.017161576
0.27653378 "STANDING" 26 -0.010439569
0.27653405 "STANDING" 26 -0.019169374
0.27653619 "STANDING" 23 -0.01932996
0.27653751 "STANDING" 28 -0.0044127187
0.27654044 "STANDING" 11 -0.014060262
0.27654115 "SITTING" 8 -0.015144952
0.27654332 "STANDING" 26 -0.020650204
0.27654527 "SITTING" 29 -0.017563304
0.27655041 "SITTING" 17 -0.019960757
0.2765508 "SITTING" 27 -0.01623138
0.27655151 "STANDING" 6 -0.028511944
0.27655316 "STANDING" 2 -0.014799101
0.27655526 "LAYING" 1 -0.01786855
0.276556 "LAYING" 11 -0.01696088
0.27656003 "SITTING" 29 -0.016789952
0.27656049 "STANDING" 27 -0.018076384
0.27656064 "SITTING" 18 -0.017895308
0.27656566 "STANDING" 25 -0.018333388
0.27656572 "SITTING" 6 -0.014646462
0.27657148 "LAYING" 11 -0.015630671
0.27657181 "STANDING" 23 -0.018358522
0.27657213 "LAYING" 4 -0.015897829
0.2765739 "STANDING" 17 -0.017099441
0.27657739 "STANDING" 16 -0.018165743
0.27657883 "SITTING" 21 -0.010919719
0.27658048 "SITTING" 6 -0.012722854
0.276592 "SITTING" 21 -0.01156063
0.27659337 "STANDING" 30 -0.015338274
0.27659425 "SITTING" 18 -0.017506683
0.27659729 "STANDING" 29 -0.018724999
0.27659813 "SITTING" 9 -0.014730308
0.27659862 "SITTING" 30 -0.017067192
0.27660437 "STANDING" 28 -0.024641213
0.27660778 "STANDING" 29 -0.016727394
0.27660901 "SITTING" 16 -0.018632491
0.27661103 "LAYING" 30 -0.017218513
0.27661224 "STANDING" 12 -0.018664914
0.27661462 "SITTING" 29 -0.017110779
0.27662001 "LAYING" 27 -0.017140885
0.27662877 "STANDING" 1 -0.016569655
0.27662887 "SITTING" 25 -0.0088376694
0.2766295 "LAYING" 29 -0.017216167
0.27663116 "SITTING" 24 -0.016829065
0.27663121 "SITTING" 29 -0.014511574
0.27663295 "STANDING" 24 -0.038558951
0.27664268 "STANDING" 1 -0.016755348
0.27664638 "SITTING" 2 -0.0049748937
0.27664734 "STANDING" 17 -0.017645708
0.27664935 "STANDING" 9 -0.0064370458
0.27665044 "LAYING" 30 -0.023176235
0.27665104 "STANDING" 20 -0.017916053
0.27665233 "STANDING" 11 -0.021963703
0.27665479 "SITTING" 28 -0.01962037
0.27665659 "STANDING" 8 -0.0197367
0.27665902 "SITTING" 15 -0.017972071
0.27665913 "WALKING_DOWNSTAIRS" 15 0.0017202393
0.27666051 "LAYING" 29 -0.017673005
0.27666451 "LAYING" 16 -0.018011899
0.27666456 "SITTING" 14 -0.023889838
0.2766658 "STANDING" 8 -0.015881651
0.27666593 "SITTING" 19 -0.016835252
0.27666929 "SITTING" 16 -0.015829355
0.27666952 "WALKING_DOWNSTAIRS" 27 -0.01770273
0.27666967 "STANDING" 8 -0.018357824
0.27667259 "WALKING_DOWNSTAIRS" 3 -0.035498731
0.27667354 "LAYING" 30 -0.025224981
0.27667412 "SITTING" 16 -0.017101324
0.27667442 "WALKING_DOWNSTAIRS" 7 -0.01017619
0.27667475 "STANDING" 10 -0.019377865
0.27667905 "SITTING" 27 -0.01687293
0.27668007 "SITTING" 15 -0.016904565
0.27668171 "LAYING" 16 -0.023074926
0.27668183 "SITTING" 7 -0.015551907
0.27668269 "STANDING" 26 -0.025099512
0.27668697 "LAYING" 30 -0.018822369
0.27669011 "LAYING" 18 -0.016882631
0.27669175 "SITTING" 23 -0.004228847
0.27669274 "STANDING" 13 -0.015107827
0.27669284 "SITTING" 12 -0.0051530997
0.27669381 "LAYING" 15 -0.016379236
0.27669419 "SITTING" 12 -0.018358098
0.27669713 "SITTING" 9 -0.014802084
0.27669861 "SITTING" 16 -0.018468244
0.27670029 "SITTING" 27 -0.016663298
0.27670047 "LAYING" 5 -0.017401435
0.27670386 "SITTING" 7 -0.014266989
0.27670555 "STANDING" 6 -0.014724508
0.27670922 "SITTING" 17 -0.017612
0.27671679 "STANDING" 29 -0.016317039
0.27672055 "STANDING" 26 -0.02518199
0.27672301 "WALKING" 4 0.0104587
0.27672305 "WALKING_DOWNSTAIRS" 14 -0.064262676
0.27672372 "STANDING" 18 -0.0252458
0.27672382 "STANDING" 8 -0.015137753
0.27672656 "LAYING" 6 -0.01744273
0.27672941 "LAYING" 1 -0.017209548
0.27673141 "SITTING" 26 -0.018281202
0.27673294 "SITTING" 12 -0.021576141
0.27674272 "STANDING" 8 -0.014950151
0.27674375 "STANDING" 28 -0.015943018
0.27674479 "STANDING" 8 -0.021859596
0.27674567 "LAYING" 27 -0.016989617
0.27674681 "STANDING" 18 -0.017496854
0.27674706 "LAYING" 4 -0.017204143
0.27674841 "SITTING" 20 -0.010856155
0.27675019 "SITTING" 28 -0.012577328
0.27675384 "STANDING" 15 -0.021467228
0.2767572 "STANDING" 26 -0.0090286083
0.27675871 "STANDING" 11 -0.024655682
0.27675899 "STANDING" 25 -0.018365715
0.27675963 "LAYING" 15 -0.0186384
0.27676227 "STANDING" 19 -0.020671027
0.27676273 "LAYING" 7 -0.016659424
0.27676588 "LAYING" 1 -0.018060289
0.27676607 "SITTING" 27 -0.017198818
0.27676645 "SITTING" 25 -0.017850259
0.27676806 "SITTING" 11 -0.017309063
0.27677433 "SITTING" 11 -0.018056341
0.2767775 "SITTING" 23 -0.01550551
0.27678086 "SITTING" 20 -0.016821386
0.27678418 "LAYING" 11 -0.016878312
0.27678615 "SITTING" 25 -0.011318145
0.27678625 "STANDING" 16 -0.0099072017
0.276787 "SITTING" 23 -0.015417588
0.27679284 "SITTING" 19 -0.01341126
0.27679437 "SITTING" 2 -0.017846957
0.27679547 "SITTING" 18 -0.015246327
0.2767965 "SITTING" 15 -0.01843641
0.27680056 "LAYING" 25 -0.4485406
0.27680391 "STANDING" 24 -0.013082321
0.27680732 "SITTING" 21 -0.0092772254
0.27680922 "STANDING" 23 -0.02556722
0.27681509 "STANDING" 22 -0.016277269
0.27681969 "SITTING" 26 -0.017062161
0.27682218 "SITTING" 21 -0.017416841
0.2768229 "LAYING" 7 -0.018833482
0.27682318 "LAYING" 27 -0.016537038
0.27682342 "STANDING" 26 -0.021037708
0.2768256 "STANDING" 13 -0.015709181
0.27682826 "SITTING" 1 -0.016123297
0.2768294 "SITTING" 25 -0.016249951
0.27683403 "LAYING" 2 -0.016036583
0.27683516 "STANDING" 12 -0.014982931
0.27683604 "STANDING" 8 -0.0080417667
0.27683676 "SITTING" 21 -0.016584111
0.27683965 "LAYING" 1 -0.02714766
0.27684005 "LAYING" 4 -0.017767982
0.27684264 "STANDING" 30 -0.011290107
0.27684305 "SITTING" 18 -0.016619956
0.27684416 "LAYING" 19 -0.017147089
0.27684565 "SITTING" 20 -0.016135177
0.27685163 "STANDING" 15 -0.019942718
0.27685209 "SITTING" 11 -0.015534645
0.27685643 "SITTING" 4 -0.012799337
0.27685853 "WALKING_UPSTAIRS" 2 0.011056542
0.27686378 "SITTING" 17 -0.020070669
0.27686919 "LAYING" 29 -0.016517963
0.27686936 "STANDING" 27 -0.016575785
0.27686977 "SITTING" 19 -0.01506476
0.27687455 "STANDING" 1 -0.018606634
0.27687481 "SITTING" 14 -0.013915334
0.27687512 "SITTING" 3 -0.01572964
0.2768767 "LAYING" 10 -0.025864583
0.27687725 "STANDING" 7 -0.016044259
0.27687772 "STANDING" 21 -0.015260969
0.27687999 "SITTING" 25 -0.016279814
0.27688012 "STANDING" 27 -0.018878067
0.27688027 "STANDING" 1 -0.012721805
0.27688039 "SITTING" 20 -0.021854162
0.27688273 "STANDING" 12 -0.012747833
0.27688873 "LAYING" 7 -0.019995745
0.27688996 "SITTING" 18 -0.015942488
0.27689235 "STANDING" 6 -0.018711343
0.27689933 "WALKING_DOWNSTAIRS" 5 0.017893855
0.27690004 "LAYING" 29 -0.017088609
0.27690025 "STANDING" 23 -0.014555387
0.2769014 "LAYING" 17 -0.029220769
0.27690161 "LAYING" 16 -0.01389332
0.27690169 "SITTING" 27 -0.017565114
0.27690193 "STANDING" 8 -0.015680183
0.27690328 "STANDING" 22 -0.017709438
0.27690651 "STANDING" 16 -0.016082977
0.2769146 "STANDING" 29 -0.013276664
0.27691538 "SITTING" 17 -0.0092416312
0.2769154 "WALKING" 1 -0.03548621
0.276917 "STANDING" 10 -0.013229244
0.27692109 "LAYING" 29 -0.01839248
0.27692308 "SITTING" 10 -0.015283885
0.27692421 "SITTING" 16 -0.019853157
0.27692479 "SITTING" 13 -0.018186712
0.27692481 "SITTING" 27 -0.016379499
0.27692534 "LAYING" 27 -0.017981583
0.27692706 "STANDING" 6 -0.0031103545
0.27693305 "SITTING" 7 -0.01503703
0.27693548 "STANDING" 27 -0.011099149
0.27693786 "STANDING" 5 -0.010382468
0.27694174 "LAYING" 29 -0.017370144
0.27694205 "STANDING" 13 -0.01151486
0.27694392 "STANDING" 11 -0.023145806
0.27694494 "STANDING" 8 -0.016508655
0.27694499 "STANDING" 29 -0.018048946
0.27694534 "SITTING" 7 -0.01726248
0.27694629 "LAYING" 8 -0.017410501
0.2769478 "STANDING" 27 -0.024997853
0.27694833 "SITTING" 27 -0.017455088
0.2769488 "SITTING" 23 -0.016244784
